,orth,base,ctag,sentence
3316,",",",",interp,179
3317,gdyby,gdyby,comp,179
3318,chęć,chęć,subst:sg:nom:f,179
3319,bycia,być,ger:sg:gen:n:imperf:aff,179
3320,zwyczajnie,zwyczajnie,adv:pos,179
3321,człowiekiem,człowiek,subst:sg:inst:m1,179
3322,była,być,praet:sg:f:imperf,179
3323,powszechna,powszechny,adj:sg:nom:f:pos,179
3324,",",",",interp,179
3325,a,a,conj,179
3326,nie,nie,qub,179
3327,tak,tak,adv:pos,179
3328,rzadka,rzadki,adj:sg:nom:f:pos,179
3329,",",",",interp,179
3330,jak,jak,adv:pos,179
3331,jest,być,fin:sg:ter:imperf,179
3332,.,.,interp,179
3333,Tuż,tuż,qub,180
3334,przed,przed,prep:inst:nwok,180
3335,głosowaniem,głosowanie,subst:sg:inst:n,180
3336,przewodniczący,przewodniczący,subst:pl:nom:m1,180
3337,poszczególnych,poszczególny,adj:pl:gen:f:pos,180
3338,komisji,komisja,subst:pl:gen:f,180
3339,przedstawili,przedstawić,praet:pl:m1:perf,180
3340,ich,on,ppron3:pl:gen:f:ter:akc:npraep,180
3341,stanowiska,stanowisko,subst:pl:acc:n,180
3342,",",",",interp,180
3343,dotyczące,dotyczyć,pact:pl:acc:n:imperf:aff,180
3344,likwidacji,likwidacja,subst:sg:gen:f,180
3345,podstawówki,podstawówka,subst:sg:gen:f,180
3346,w,w,prep:loc:nwok,180
3347,Jankowicach,Jankowice,subst:pl:loc:n,180
3348,.,.,interp,180
3349,W,w,prep:loc:nwok,181
3350,przypadku,przypadek,subst:sg:loc:m3,181
3351,komisji,komisja,subst:sg:gen:f,181
3352,oświatowej,oświatowy,adj:sg:gen:f:pos,181
3353,czterech,cztery,num:pl:nom:m1:rec,181
3354,z,z,prep:gen:nwok,181
3355,pięciu,pięć,num:pl:gen:m1:congr,181
3356,radnych,radny,subst:pl:gen:m1,181
3357,",",",",interp,181
3358,którzy,który,adj:pl:nom:m1:pos,181
3359,w,w,prep:loc:nwok,181
3360,niej,on,ppron3:sg:loc:f:ter:akc:praep,181
3361,działają,działać,fin:pl:ter:imperf,181
3362,",",",",interp,181
3363,nie,nie,qub,181
3364,zajęło,zająć,praet:sg:n:perf,181
3365,ani,ani,conj,181
3366,stanowiska,stanowisko,subst:sg:gen:n,181
3367,na,na,prep:acc,181
3368,"""","""",interp,181
3369,tak,tak,qub,181
3370,"""","""",interp,181
3371,",",",",interp,181
3372,ani,ani,conj,181
3373,na,na,prep:acc,181
3374,"""","""",interp,181
3375,nie,nie,qub,181
3376,"""","""",interp,181
3377,.,.,interp,181
3378,Pytanie,pytanie,subst:sg:nom:n,182
3379,",",",",interp,182
3380,czy,czy,qub,182
3381,na,na,prep:acc,182
3382,ich,on,ppron3:pl:gen:m1:ter:akc:npraep,182
3383,decyzję,decyzja,subst:sg:acc:f,182
3384,miała,mieć,praet:sg:f:imperf,182
3385,wpływ,wpływ,subst:sg:acc:m3,182
3386,analiza,analiza,subst:sg:nom:f,182
3387,subwencji,subwencja,subst:sg:gen:f,182
3388,oświatowej,oświatowy,adj:sg:gen:f:pos,182
3389,",",",",interp,182
3390,którą,który,adj:sg:acc:f:pos,182
3391,dostali,dostać,praet:pl:m1:perf,182
3392,od,od,prep:gen:nwok,182
3393,sekretarza,sekretarz,subst:sg:gen:m1,182
3394,Pietraszewskiego,Pietraszewski,subst:sg:gen:m1,182
3395,?,?,interp,182
3396,-,-,interp,183
3397,Analiza,analiza,subst:sg:nom:f,183
3398,wprowadziła,wprowadzić,praet:sg:f:perf,183
3399,zamieszanie,zamieszanie,subst:sg:acc:n,183
3400,",",",",interp,183
3401,ponieważ,ponieważ,comp,183
3402,nie,nie,qub,183
3403,wiedzieli,wiedzieć,praet:pl:m1:imperf,183
3404,śmy,być,aglt:pl:pri:imperf:nwok,183
3405,",",",",interp,183
3406,ile,ile,num:sg:acc:m3:rec,183
3407,w,w,prep:loc:nwok,183
3408,końcu,koniec,subst:sg:loc:m3,183
3409,mamy,mieć,fin:pl:pri:imperf,183
3410,pieniędzy,pieniądz,subst:pl:gen:m3,183
3411,na,na,prep:acc,183
3412,szkoły,szkoła,subst:pl:acc:f,183
3413,-,-,interp,183
3414,komentuje,komentować,fin:sg:ter:imperf,183
3415,radny,radny,subst:sg:nom:m1,183
3416,Robert,Robert,subst:sg:nom:m1,183
3417,Nowak,Nowak,subst:sg:nom:m1,183
3418,",",",",interp,183
3419,przewodniczący,przewodniczący,subst:sg:nom:m1,183
3420,komisji,komisja,subst:sg:gen:f,183
3421,oświatowej,oświatowy,adj:sg:gen:f:pos,183
3422,.,.,interp,183
3423,-,-,interp,184
3424,Jak,jak,adv:pos,184
3425,w,w,prep:loc:nwok,184
3426,takiej,taki,adj:sg:loc:f:pos,184
3427,sytuacji,sytuacja,subst:sg:loc:f,184
3428,podjąć,podjąć,inf:perf,184
3429,decyzję,decyzja,subst:sg:acc:f,184
3430,o,o,prep:loc,184
3431,likwidacji,likwidacja,subst:sg:loc:f,184
3432,jednej,jeden,adj:sg:gen:f:pos,184
3433,z,z,prep:gen:nwok,184
3434,nich,on,ppron3:pl:gen:f:ter:akc:praep,184
3435,?,?,interp,184
3436,Przyszłość,przyszłość,subst:sg:nom:f,185
3437,tego,to,subst:sg:gen:n,185
3438,",",",",interp,185
3439,co,co,subst:sg:nom:n,185
3440,zostało,zostać,praet:sg:n:perf,185
3441,z,z,prep:gen:nwok,185
3442,aktywów,aktywa,subst:pl:gen:n,185
3443,Funduszu,fundusz,subst:sg:gen:m3,185
3444,św,święty,brev:pun,185
3445,.,.,interp,185
3446,Jerzego,Jerzy,subst:sg:gen:m1,185
3447,",",",",interp,185
3448,na,na,prep:loc,185
3449,razie,raz,subst:sg:loc:m3,185
3450,nie,nie,qub,185
3451,jest,być,fin:sg:ter:imperf,185
3452,jasna,jasny,adj:sg:nom:f:pos,185
3453,.,.,interp,185
3454,Takiego,taki,adj:sg:gen:n:pos,186
3455,zdania,zdanie,subst:sg:gen:n,186
3456,jest,być,fin:sg:ter:imperf,186
3457,przynajmniej,przynajmniej,qub,186
3458,część,część,subst:sg:nom:f,186
3459,jego,on,ppron3:sg:gen:m3:ter:akc:npraep,186
3460,udziałowców,udziałowiec,subst:pl:gen:m1,186
3461,.,.,interp,186
3462,Jarosław,Jarosław,subst:sg:nom:m1,187
3463,Włosek,Włosek,subst:sg:nom:m1,187
3464,oddał,oddać,praet:sg:m1:perf,187
3465,300,300,num:sg:acc:n:rec,187
3466,zebranych,zebrać,ppas:pl:gen:n:perf:aff,187
3467,przez,przez,prep:acc:nwok,187
3468,siebie,siebie,siebie:acc,187
3469,świadectw,świadectwo,subst:pl:gen:n,187
3470,funduszowi,fundusz,subst:sg:dat:m3,187
3471,.,.,interp,187
3472,-,-,interp,188
3473,Ja,ja,ppron12:sg:nom:m1:pri,188
3474,jako,jako,prep:nom,188
3475,zwykły,zwykły,adj:sg:nom:m1:pos,188
3476,akcjonariusz,akcjonariusz,subst:sg:nom:m1,188
3477,nie,nie,qub,188
3478,mam,mieć,fin:sg:pri:imperf,188
3479,nic,nic,subst:sg:gen:n,188
3480,do,do,prep:gen,188
3481,powiedzenia,powiedzieć,ger:sg:gen:n:perf:aff,188
3482,.,.,interp,188
3483,Stracił,stracić,praet:sg:m1:perf,189
3484,em,być,aglt:sg:pri:imperf:wok,189
3485,kontrolę,kontrola,subst:sg:acc:f,189
3486,nad,nad,prep:inst:nwok,189
3487,pieniędzmi,pieniądz,subst:pl:inst:m3,189
3488,",",",",interp,189
3489,które,który,adj:pl:acc:m3:pos,189
3490,tam,tam,adv,189
3491,włożył,włożyć,praet:sg:m1:perf,189
3492,em,być,aglt:sg:pri:imperf:wok,189
3493,-,-,interp,189
3494,ocenia,oceniać,fin:sg:ter:imperf,189
3495,.,.,interp,189
3496,Kontroli,kontrola,subst:sg:gen:f,190
3497,nad,nad,prep:inst:nwok,190
3498,finansami,finanse,subst:pl:inst:n,190
3499,spółki,spółka,subst:sg:gen:f,190
3500,nie,nie,qub,190
3501,ma,mieć,fin:sg:ter:imperf,190
3502,również,również,qub,190
3503,Maria,Maria,subst:sg:nom:f,190
3504,Książek,Książek,subst:sg:nom:f,190
3505,.,.,interp,190
3506,-,-,interp,191
3507,Jeżdżę,jeździć,fin:sg:pri:imperf,191
3508,na,na,prep:acc,191
3509,te,ten,adj:pl:acc:n:pos,191
3510,walne,walny,adj:pl:acc:n:pos,191
3511,zgromadzenia,zgromadzenie,subst:pl:acc:n,191
3512,",",",",interp,191
3513,ale,ale,conj,191
3514,bilansu,bilans,subst:sg:gen:m3,191
3515,jeszcze,jeszcze,qub,191
3516,nie,nie,qub,191
3517,widziała,widzieć,praet:sg:f:imperf,191
3518,m,być,aglt:sg:pri:imperf:nwok,191
3519,.,.,interp,191
3520,Obiecali,obiecać,praet:pl:m1:perf,191
3521,",",",",interp,191
3522,że,że,comp,191
3523,wyślą,wysłać,fin:pl:ter:perf,191
3524,",",",",interp,191
3525,no,no,qub,191
3526,więc,więc,conj,191
3527,czekam,czekać,fin:sg:pri:imperf,191
3528,.,.,interp,191
3529,Prezes,prezes,subst:sg:nom:m1,192
3530,Suszek,Suszek,subst:sg:nom:m1,192
3531,dziwi,dziwić,fin:sg:ter:imperf,192
3532,się,się,qub,192
3533,temu,to,subst:sg:dat:n,192
3534,bardzo,bardzo,adv:pos,192
3535,:,:,interp,192
3536,-,-,interp,193
3537,Przecież,przecież,qub,193
3538,każdy,każdy,adj:sg:nom:m1:pos,193
3539,dostał,dostać,praet:sg:m1:perf,193
3540,uproszczoną,uprościć,ppas:sg:acc:f:perf:aff,193
3541,informację,informacja,subst:sg:acc:f,193
3542,bilansową,bilansowy,adj:sg:acc:f:pos,193
3543,.,.,interp,193
3544,O,o,interj,194
3545,",",",",interp,194
3546,proszę,prosić,fin:sg:pri:imperf,194
3547,-,-,interp,194
3548,wskazuje,wskazywać,fin:sg:ter:imperf,194
3549,na,na,prep:acc,194
3550,rubryczkę,rubryczka,subst:sg:acc:f,194
3551,w,w,prep:loc:nwok,194
3552,dokumencie,dokument,subst:sg:loc:m3,194
3553,.,.,interp,194
3554,-,-,interp,195
3555,W,w,prep:loc:nwok,195
3556,ostatnim,ostatni,adj:sg:loc:m3:pos,195
3557,roku,rok,subst:sg:loc:m3,195
3558,mieli,mieć,praet:pl:m1:imperf,195
3559,śmy,być,aglt:pl:pri:imperf:nwok,195
3560,99,99,num:pl:acc:m3:rec,195
3561,tys,tysiąc,brev:pun,195
3562,.,.,interp,195
3563,zł,złoty,brev:npun,195
3564,zysku,zysk,subst:sg:gen:m3,195
3565,.,.,interp,195
3566,W,w,prep:loc:nwok,196
3567,informacji,informacja,subst:sg:loc:f,196
3568,bilansowej,bilansowy,adj:sg:loc:f:pos,196
3569,prezes,prezes,subst:sg:nom:m1,196
3570,przeoczył,przeoczyć,praet:sg:m1:perf,196
3571,jednak,jednak,conj,196
3572,zastrzeżenie,zastrzeżenie,subst:sg:acc:n,196
3573,",",",",interp,196
3574,że,że,comp,196
3575,wynik,wynik,subst:sg:nom:m3,196
3576,finansowy,finansowy,adj:sg:nom:m3:pos,196
3577,podlega,podlegać,fin:sg:ter:imperf,196
3578,korekcie,korekta,subst:sg:loc:f,196
3579,in,in,xxx,196
3580,minus,minus,xxx,196
3581,o,o,prep:acc,196
3582,551,551,num:pl:acc:m3:rec,196
3583,tys,tysiąc,brev:pun,196
3584,.,.,interp,196
3585,zł,złoty,brev:npun,196
3586,oraz,oraz,conj,196
3587,że,że,comp,196
3588,zmiana,zmiana,subst:sg:nom:f,196
3589,środków,środki,subst:pl:gen:n,196
3590,pieniężnych,pieniężny,adj:pl:gen:n:pos,196
3591,netto,netto,adj:pl:gen:n:pos,196
3592,wynosi,wynosić,fin:sg:ter:imperf,196
3593,niemal,niemal,qub,196
3594,30,30,num:pl:acc:m3:rec,196
3595,tys,tysiąc,brev:pun,196
3596,.,.,interp,196
3597,zł,złoty,brev:npun,196
3598,.,.,interp,196
3599,W,w,prep:loc:nwok,197
3600,sumie,suma,subst:sg:loc:f,197
3601,prof,profesor,brev:pun,197
3602,.,.,interp,197
3603,Biela,Biela,subst:sg:nom:m1,197
3604,jest,być,fin:sg:ter:imperf,197
3605,jednak,jednak,qub,197
3606,zadowolony,zadowolony,adj:sg:nom:m1:pos,197
3607,",",",",interp,197
3608,bo,bo,comp,197
3609,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,197
3610,zdaniem,zdanie,subst:sg:inst:n,197
3611,fundusz,fundusz,subst:sg:nom:m3,197
3612,zaczyna,zaczynać,fin:sg:ter:imperf,197
3613,spełniać,spełniać,inf:imperf,197
3614,swoją,swój,adj:sg:acc:f:pos,197
3615,misję,misja,subst:sg:acc:f,197
3616,.,.,interp,197
3617,-,-,interp,198
3618,Coraz,coraz,adv,198
3619,bardziej,bardzo,adv:com,198
3620,przechodzi,przechodzić,fin:sg:ter:imperf,198
3621,z,z,prep:gen:nwok,198
3622,gospodarowania,gospodarować,ger:sg:gen:n:imperf:aff,198
3623,kapitałem,kapitał,subst:sg:inst:m3,198
3624,na,na,prep:loc,198
3625,zasadzie,zasada,subst:sg:loc:f,198
3626,spekulacji,spekulacja,subst:sg:gen:f,198
3627,giełdowej,giełdowy,adj:sg:gen:f:pos,198
3628,do,do,prep:gen,198
3629,inwestowania,inwestować,ger:sg:gen:n:imperf:aff,198
3630,w,w,prep:acc:nwok,198
3631,prawdziwe,prawdziwy,adj:sg:acc:n:pos,198
3632,życie,życie,subst:sg:acc:n,198
3633,gospodarcze,gospodarczy,adj:sg:acc:n:pos,198
3634,.,.,interp,198
3635,Sęk,sęk,subst:sg:nom:m3,199
3636,w,w,prep:loc:nwok,199
3637,tym,to,subst:sg:loc:n,199
3638,",",",",interp,199
3639,że,że,comp,199
3640,mało,mało,adv:pos,199
3641,kto,kto,subst:sg:nom:m1,199
3642,pojmuje,pojmować,fin:sg:ter:imperf,199
3643,taką,taki,adj:sg:acc:f:pos,199
3644,mowę,mowa,subst:sg:acc:f,199
3645,.,.,interp,199
3646,-,-,interp,200
3647,Oni,on,ppron3:pl:nom:m1:ter:akc:praep,200
3648,udzielają,udzielać,fin:pl:ter:imperf,200
3649,jakichś,jakiś,adj:pl:gen:m3:pos,200
3650,kredytów,kredyt,subst:pl:gen:m3,200
3651,",",",",interp,200
3652,założyli,założyć,praet:pl:m1:perf,200
3653,jakieś,jakiś,adj:pl:acc:m3:pos,200
3654,sklepy,sklep,subst:pl:acc:m3,200
3655,",",",",interp,200
3656,ja,ja,ppron12:sg:nom:f:pri,200
3657,za,za,qub,200
3658,bardzo,bardzo,adv:pos,200
3659,się,się,qub,200
3660,nie,nie,qub,200
3661,orientuję,orientować,fin:sg:pri:imperf,200
3662,",",",",interp,200
3663,co,co,subst:sg:nom:n,200
3664,tam,tam,adv,200
3665,się,się,qub,200
3666,dzieje,dziać,fin:sg:ter:imperf,200
3667,-,-,interp,200
3668,rozkłada,rozkładać,fin:sg:ter:imperf,200
3669,ręce,ręka,subst:pl:acc:f,200
3670,udziałowiec,udziałowiec,subst:sg:nom:m1,200
3671,funduszu,fundusz,subst:sg:gen:m3,200
3672,Halina,Halina,subst:sg:nom:f,200
3673,Szustak,Szustak,subst:sg:nom:f,200
3674,.,.,interp,200
3675,Częściową,częściowy,adj:sg:acc:f:pos,201
3676,odpowiedź,odpowiedź,subst:sg:acc:f,201
3677,na,na,prep:acc,201
3678,to,ten,adj:sg:acc:n:pos,201
3679,pytanie,pytanie,subst:sg:acc:n,201
3680,odnajdujemy,odnajdować,fin:pl:pri:imperf,201
3681,w,w,prep:loc:nwok,201
3682,informacji,informacja,subst:sg:loc:f,201
3683,dodatkowej,dodatkowy,adj:sg:loc:f:pos,201
3684,do,do,prep:gen,201
3685,sprawozdania,sprawozdanie,subst:sg:gen:n,201
3686,finansowego,finansowy,adj:sg:gen:n:pos,201
3687,za,za,prep:acc,201
3688,zeszły,zeszły,adj:sg:acc:m3:pos,201
3689,rok,rok,subst:sg:acc:m3,201
3690,.,.,interp,201
3691,Od,od,prep:gen:nwok,202
3692,czerwca,czerwiec,subst:sg:gen:m3,202
3693,zarząd,zarząd,subst:sg:nom:m3,202
3694,Funduszu,fundusz,subst:sg:gen:m3,202
3695,św,święty,brev:pun,202
3696,.,.,interp,202
3697,Jerzego,Jerzy,subst:sg:gen:m1,202
3698,rozpoczął,rozpocząć,praet:sg:m3:perf,202
3699,udzielanie,udzielać,ger:sg:acc:n:imperf:aff,202
3700,"""","""",interp,202
3701,pożyczek,pożyczka,subst:pl:gen:f,202
3702,dla,dla,prep:gen,202
3703,drobnych,drobny,adj:pl:gen:m1:pos,202
3704,przedsiębiorców,przedsiębiorca,subst:pl:gen:m1,202
3705,"""","""",interp,202
3706,.,.,interp,202
3707,Do,do,prep:gen,203
3708,grudnia,grudzień,subst:sg:gen:m3,203
3709,poszło,pójść,praet:sg:n:perf,203
3710,na,na,prep:acc,203
3711,ten,ten,adj:sg:acc:m3:pos,203
3712,cel,cel,subst:sg:acc:m3,203
3713,niemal,niemal,qub,203
3714,pół,pół,subst:sg:nom:n,203
3715,miliona,milion,subst:sg:gen:m3,203
3716,złotych,złoty,subst:pl:gen:m2,203
3717,",",",",interp,203
3718,czyli,czyli,conj,203
3719,prawie,prawie,qub,203
3720,20,20,num:pl:nom:m3:congr,203
3721,proc,procent,brev:pun,203
3722,.,.,interp,203
3723,kapitału,kapitał,subst:sg:gen:m3,203
3724,własnego,własny,adj:sg:gen:m3:pos,203
3725,spółki,spółka,subst:sg:gen:f,203
3726,.,.,interp,203
3727,Kto,kto,subst:sg:nom:m1,204
3728,otrzymał,otrzymać,praet:sg:m1:perf,204
3729,te,ten,adj:pl:acc:f:pos,204
3730,pożyczki,pożyczka,subst:pl:acc:f,204
3731,-,-,interp,204
3732,tego,to,subst:sg:gen:n,204
3733,prezes,prezes,subst:sg:nom:m1,204
3734,Suszek,Suszek,subst:sg:nom:m1,204
3735,zdradzić,zdradzić,inf:perf,204
3736,nie,nie,qub,204
3737,chciał,chcieć,praet:sg:m1:imperf,204
3738,.,.,interp,204
3739,Bardziej,bardzo,adv:com,205
3740,rozmowny,rozmowny,adj:sg:nom:m1:pos,205
3741,był,być,praet:sg:m1:imperf,205
3742,prof,profesor,brev:pun,205
3743,.,.,interp,205
3744,Biela,Biela,subst:sg:nom:m1,205
3745,.,.,interp,205
3746,Jamroży,Jamroży,subst:sg:nom:m1,206
3747,:,:,interp,206
3748,W,w,prep:loc:nwok,206
3749,życiu,życie,subst:sg:loc:n,206
3750,wszystko,wszystko,subst:sg:nom:n,206
3751,jest,być,fin:sg:ter:imperf,206
3752,możliwe,możliwy,adj:sg:nom:n:pos,206
3753,.,.,interp,206
3754,Ja,ja,ppron12:sg:nom:m1:pri,207
3755,zajmuję,zajmować,fin:sg:pri:imperf,207
3756,się,się,qub,207
3757,oceną,ocena,subst:sg:inst:f,207
3758,ryzyka,ryzyko,subst:sg:gen:n,207
3759,",",",",interp,207
3760,więc,więc,conj,207
3761,uważam,uważać,fin:sg:pri:imperf,207
3762,",",",",interp,207
3763,że,że,comp,207
3764,w,w,prep:loc:nwok,207
3765,życiu,życie,subst:sg:loc:n,207
3766,wszystko,wszystko,subst:sg:nom:n,207
3767,jest,być,fin:sg:ter:imperf,207
3768,możliwe,możliwy,adj:sg:nom:n:pos,207
3769,",",",",interp,207
3770,ale,ale,conj,207
3771,ocenianie,oceniać,ger:sg:nom:n:imperf:aff,207
3772,prawdopodobieństwa,prawdopodobieństwo,subst:sg:gen:n,207
3773,nie,nie,qub,207
3774,jest,być,fin:sg:ter:imperf,207
3775,moim,mój,adj:sg:inst:n:pos,207
3776,zadaniem,zadanie,subst:sg:inst:n,207
3777,.,.,interp,207
3778,Skowroński,Skowroński,subst:sg:nom:m1,208
3779,:,:,interp,208
3780,No,no,qub,208
3781,",",",",interp,208
3782,nie,nie,qub,208
3783,jest,być,fin:sg:ter:imperf,208
3784,możliwe,możliwy,adj:sg:nom:n:pos,208
3785,na,na,prep:acc,208
3786,przykład,przykład,subst:sg:acc:m3,208
3787,",",",",interp,208
3788,żeby,żeby,comp,208
3789,stał,stać,praet:sg:m1:perf,208
3790,się,się,qub,208
3791,pan,pan,subst:sg:nom:m1,208
3792,kobietą,kobieta,subst:sg:inst:f,208
3793,w,w,prep:loc:nwok,208
3794,jednej,jeden,adj:sg:loc:f:pos,208
3795,chwili,chwila,subst:sg:loc:f,208
3796,",",",",interp,208
3797,czyli,czyli,conj,208
3798,nie,nie,qub,208
3799,wszystko,wszystko,subst:sg:nom:n,208
3800,jest,być,fin:sg:ter:imperf,208
3801,możliwe,możliwy,adj:sg:nom:n:pos,208
3802,.,.,interp,208
3803,Jamroży,Jamroży,subst:sg:nom:m1,209
3804,:,:,interp,209
3805,Widzi,widzieć,fin:sg:ter:imperf,209
3806,pan,pan,subst:sg:nom:m1,209
3807,",",",",interp,209
3808,możliwe,możliwy,adj:sg:nom:n:pos,209
3809,jest,być,fin:sg:ter:imperf,209
3810,wszystko,wszystko,subst:sg:nom:n,209
3811,",",",",interp,209
3812,co,co,subst:sg:nom:n,209
3813,się,się,qub,209
3814,mieści,mieścić,fin:sg:ter:imperf,209
3815,w,w,prep:loc:nwok,209
3816,kategoriach,kategoria,subst:pl:loc:f,209
3817,zachowania,zachowanie,subst:sg:gen:n,209
3818,człowieka,człowiek,subst:sg:gen:m1,209
3819,.,.,interp,209
3820,Jak,jak,adv:pos,210
3821,pan,pan,subst:sg:nom:m1,210
3822,wie,wiedzieć,fin:sg:ter:imperf,210
3823,",",",",interp,210
3824,zabiegi,zabieg,subst:pl:acc:m3,210
3825,zmiany,zmiana,subst:sg:gen:f,210
3826,płci,płeć,subst:sg:gen:f,210
3827,również,również,qub,210
3828,się,się,qub,210
3829,przeprowadza,przeprowadzać,fin:sg:ter:imperf,210
3830,.,.,interp,210
3831,Skowroński,Skowroński,subst:sg:nom:m1,211
3832,:,:,interp,211
3833,Ale,ale,conj,211
3834,nie,nie,qub,211
3835,w,w,prep:loc:nwok,211
3836,jednej,jeden,adj:sg:loc:f:pos,211
3837,chwili,chwila,subst:sg:loc:f,211
3838,.,.,interp,211
3839,"""","""",interp,212
3840,Przegląd,przegląd,subst:sg:nom:m3,212
3841,"""","""",interp,212
3842,pisze,pisać,fin:sg:ter:imperf,212
3843,dalej,daleko,adv:com,212
3844,o,o,prep:loc,212
3845,tym,ten,adj:sg:loc:n:pos,212
3846,zgromadzeniu,zgromadzenie,subst:sg:loc:n,212
3847,:,:,interp,212
3848,"""","""",interp,212
3849,To,to,pred,212
3850,materiał,materiał,subst:sg:nom:m3,212
3851,na,na,prep:loc,212
3852,film,film,subst:sg:acc:m3,212
3853,"""","""",interp,212
3854,dodaje,dodawać,fin:sg:ter:imperf,212
3855,jeden,jeden,adj:sg:nom:m1:pos,212
3856,z,z,prep:gen:nwok,212
3857,naszych,nasz,adj:pl:gen:m1:pos,212
3858,rozmówców,rozmówca,subst:pl:gen:m1,212
3859,",",",",interp,212
3860,przedstawiciel,przedstawiciel,subst:sg:nom:m1,212
3861,kół,koło,subst:pl:gen:n,212
3862,finansowych,finansowy,adj:pl:gen:n:pos,212
3863,.,.,interp,212
3864,"""","""",interp,213
3865,Mamy,mieć,fin:pl:pri:imperf,213
3866,tu,tu,adv,213
3867,wielkie,wielki,adj:pl:acc:m3:pos,213
3868,pieniądze,pieniądz,subst:pl:acc:m3,213
3869,",",",",interp,213
3870,wielką,wielki,adj:sg:acc:f:pos,213
3871,politykę,polityka,subst:sg:acc:f,213
3872,",",",",interp,213
3873,przyjaźń,przyjaźń,subst:sg:acc:f,213
3874,i,i,conj,213
3875,zdradę,zdrada,subst:sg:acc:f,213
3876,"""","""",interp,213
3877,.,.,interp,213
3878,Wielkie,wielki,adj:pl:nom:m3:pos,214
3879,pieniądze,pieniądz,subst:pl:nom:m3,214
3880,na,na,prep:loc,214
3881,tym,ten,adj:sg:loc:n:pos,214
3882,posiedzeniu,posiedzenie,subst:sg:loc:n,214
3883,BIG,BIG,subst:sg:gen:m3,214
3884,Banku,bank,subst:sg:gen:m3,214
3885,to,to,pred,214
3886,są,być,fin:pl:ter:imperf,214
3887,jakie,jaki,adj:pl:nom:m3:pos,214
3888,pieniądze,pieniądz,subst:pl:nom:m3,214
3889,?,?,interp,214
3890,Jamroży,Jamroży,subst:sg:nom:m1,215
3891,:,:,interp,215
3892,To,to,subst:sg:nom:n,215
3893,zależy,zależeć,fin:sg:ter:imperf,215
3894,",",",",interp,215
3895,z,z,prep:gen:nwok,215
3896,czyjego,czyj,adj:sg:gen:m3:pos,215
3897,punktu,punkt,subst:sg:gen:m3,215
3898,widzenia,widzenie,subst:sg:gen:n,215
3899,popatrzeć,popatrzeć,inf:perf,215
3900,dla,dla,prep:gen,215
3901,PZU,PZU,subst:sg:gen:m3,215
3902,SA,SA,subst:sg:gen:f,215
3903,.,.,interp,215
3904,Mojemu,mój,adj:sg:dat:n:pos,216
3905,działaniu,działać,ger:sg:dat:n:imperf:aff,216
3906,przyświecało,przyświecać,praet:sg:n:imperf,216
3907,uzyskanie,uzyskać,ger:sg:acc:n:perf:aff,216
3908,dla,dla,prep:gen,216
3909,PZU,PZU,subst:sg:gen:m3,216
3910,SA,SA,subst:sg:gen:f,216
3911,korzyści,korzyść,subst:pl:gen:f,216
3912,finansowych,finansowy,adj:pl:gen:f:pos,216
3913,z,z,prep:gen:nwok,216
3914,pakietu,pakiet,subst:sg:gen:m3,216
3915,",",",",interp,216
3916,który,który,adj:sg:nom:m3:pos,216
3917,był,być,praet:sg:m3:imperf,216
3918,w,w,prep:loc:nwok,216
3919,posiadaniu,posiadanie,subst:sg:loc:n,216
3920,grupy,grupa,subst:sg:gen:f,216
3921,PZU,PZU,subst:sg:gen:m3,216
3922,.,.,interp,216
3923,#,#,interp,217
3924,Poseł,poseł,subst:sg:nom:m1,217
3925,Ryszard,Ryszard,subst:sg:nom:m1,217
3926,Stanibuła,Stanibuła,subst:sg:nom:m1,217
3927,:,:,interp,217
3928,Projekt,projekt,subst:sg:nom:m3,217
3929,ten,ten,adj:sg:nom:m3:pos,217
3930,nasuwa,nasuwać,fin:sg:ter:imperf,217
3931,jednak,jednak,conj,217
3932,bardzo,bardzo,adv:pos,217
3933,wiele,wiele,num:sg:acc:f:rec,217
3934,wątpliwości,wątpliwość,subst:pl:gen:f,217
3935,.,.,interp,217
3936,Przede,przed,prep:inst:wok,218
3937,wszystkim,wszystko,subst:sg:inst:n,218
3938,projekt,projekt,subst:sg:nom:m3,218
3939,ustawy,ustawa,subst:sg:gen:f,218
3940,z,z,prep:gen:nwok,218
3941,góry,góra,subst:sg:gen:f,218
3942,zakłada,zakładać,fin:sg:ter:imperf,218
3943,",",",",interp,218
3944,że,że,comp,218
3945,kasy,kasa,subst:pl:nom:f,218
3946,chorych,chory,subst:pl:gen:m1,218
3947,będą,być,bedzie:pl:ter:imperf,218
3948,działać,działać,inf:imperf,218
3949,na,na,prep:loc,218
3950,obszarze,obszar,subst:sg:loc:m3,218
3951,regionu,region,subst:sg:gen:m3,218
3952,",",",",interp,218
3953,czyli,czyli,conj,218
3954,zgodnie,zgodnie,adv:pos,218
3955,z,z,prep:inst:nwok,218
3956,przewidywanymi,przewidywać,ppas:pl:inst:f:imperf:aff,218
3957,zmianami,zmiana,subst:pl:inst:f,218
3958,terytorialnymi,terytorialny,adj:pl:inst:f:pos,218
3959,.,.,interp,218
3960,Podział,podział,subst:sg:nom:m3,219
3961,ten,ten,adj:sg:nom:m3:pos,219
3962,jest,być,fin:sg:ter:imperf,219
3963,dopiero,dopiero,qub,219
3964,w,w,prep:loc:nwok,219
