,orth,base,ctag,chunk
7715,Arabowie,Arab,subst:pl:nom:m1,421
7716,.,.,interp,421
7717,-,-,interp,422
7718,Pojedź,pojechać,impt:sg:sec:perf,422
7719,na,na,prep:acc,422
7720,wzgórza,wzgórze,subst:sg:gen:n,422
7721,Golan,Golan,ign,422
7722,.,.,interp,422
7723,Sam,sam,adv:pos,423
7724,się,się,qub,423
7725,przekonasz,przekonać,fin:sg:sec:perf,423
7726,",",",",interp,423
7727,że,że,comp,423
7728,nie,nie,conj,423
7729,możemy,móc,fin:pl:pri:imperf,423
7730,ich,on,ppron3:pl:gen:m1:ter:akc:npraep,423
7731,oddać,oddać,inf:perf,423
7732,Syryjczykom,Syryjczyk,subst:pl:dat:m1,423
7733,-,-,interp,423
7734,powiedział,powiedzieć,praet:sg:m1:perf,423
7735,mi,mi,subst:sg:nom:n,423
7736,spotkany,spotkać,ppas:sg:nom:m1:perf:aff,423
7737,w,w,prep:acc:nwok,423
7738,autobusie,autobus,subst:sg:loc:m3,423
7739,młody,młody,subst:sg:nom:m1,423
7740,Żyd,Żyd,subst:sg:nom:m1,423
7741,Żyd,żyd,subst:sg:nom:m1,423
7742,",",",",interp,423
7743,emigrant,emigrant,subst:sg:nom:m1,423
7744,z,z,prep:gen:nwok,423
7745,ZSRR,ZSRR,subst:sg:nom:m3,423
7746,.,.,interp,423
7747,-,-,interp,424
7748,I,i,conj,424
7749,nie,nie,conj,424
7750,wyrwiemy,wyrwać,fin:pl:pri:perf,424
7751,się,się,qub,424
7752,z,z,prep:gen:nwok,424
7753,zaklętego,zaklęty,adj:sg:gen:m1:pos,424
7754,kręgu,krąg,subst:sg:gen:m3,424
7755,kręgu,kręg,subst:sg:gen:m3,424
7756,powtarzających,powtarzać,pact:pl:gen:m1:imperf:aff,424
7757,się,się,qub,424
7758,sytuacji,sytuacja,subst:sg:gen:f,424
7759,i,i,conj,424
7760,emocji,emocja,subst:sg:gen:f,424
7761,?,?,interp,424
7762,-,-,interp,425
7763,Niestety,niestety,qub,425
7764,najbardziej,najbardziej,adv:pos,425
7765,ze,z,prep:gen:wok,425
7766,wszystkiego,wszystko,subst:sg:gen:n,425
7767,zależy,zależeć,fin:sg:ter:imperf,425
7768,nam,my,ppron12:pl:dat:m1:pri,425
7769,na,na,prep:acc,425
7770,tym,tym,conj,425
7771,",",",",interp,425
7772,aby,aby,comp,425
7773,potwierdzało,potwierdzać,praet:sg:n:imperf,425
7774,się,się,qub,425
7775,to,to,conj,425
7776,",",",",interp,425
7777,co,co,comp,425
7778,wyobrażamy,wyobrażać,fin:pl:pri:imperf,425
7779,sobie,siebie,siebie:dat,425
7780,na,na,prep:acc,425
7781,temat,temat,subst:sg:nom:m3,425
7782,świata,świat,subst:sg:gen:m3,425
7783,.,.,interp,425
7784,Gdy,gdy,adv:pos,426
7785,myślimy,myśleć,fin:pl:pri:imperf,426
7786,myślimy,myślić,fin:pl:pri:imperf,426
7787,:,:,interp,426
7788,"""","""",interp,426
7789,męczę,męczyć,fin:sg:pri:imperf,426
7790,się,się,qub,426
7791,tak,tak,adv:pos,426
7792,",",",",interp,426
7793,jak,jak,conj,426
7794,zawsze,zawsze,adv:pos,426
7795,się,się,qub,426
7796,męczyła,męczyć,praet:sg:f:imperf,426
7797,m,być,aglt:sg:pri:imperf:nwok,426
7798,",",",",interp,426
7799,jak,jak,conj,426
7800,męczyła,męczyć,praet:sg:f:imperf,426
7801,się,się,qub,426
7802,moja,moja,subst:sg:nom:f,426
7803,matka,matka,subst:sg:nom:f,426
7804,i,i,conj,426
7805,wszystkie,wszystek,adj:sg:nom:n:pos,426
7806,kobiety,kobieta,subst:sg:gen:f,426
7807,",",",",interp,426
7808,tak,tak,adv:pos,426
7809,już,już,qub,426
7810,jest,być,fin:sg:ter:imperf,426
7811,"""","""",interp,426
7812,",",",",interp,426
7813,wtedy,wtedy,adv:pos,426
7814,będziemy,być,bedzie:pl:pri:imperf,426
7815,żyć,żyć,inf:imperf,426
7816,tak,tak,adv:pos,426
7817,",",",",interp,426
7818,by,by,comp,426
7819,potwierdzać,potwierdzać,inf:imperf,426
7820,to,to,conj,426
7821,przekonanie,przekonanie,subst:sg:nom:n,426
7822,.,.,interp,426
7823,-,-,interp,427
7824,Ciekawe,ciekawy,adj:sg:nom:n:pos,427
7825,",",",",interp,427
7826,że,że,comp,427
7827,wiemy,wiedzieć,fin:pl:pri:imperf,427
7828,",",",",interp,427
7829,jakich,jaki,adj:pl:gen:m1:pos,427
7830,mężczyzn,mężczyzna,subst:pl:gen:m1,427
7831,nie,nie,conj,427
7832,chcemy,chcieć,fin:pl:pri:imperf,427
7833,-,-,interp,427
7834,jeśli,jeśli,comp,427
7835,ojciec,ojciec,subst:sg:nom:m1,427
7836,pił,piła,subst:pl:gen:f,427
7837,",",",",interp,427
7838,chcemy,chcieć,fin:pl:pri:imperf,427
7839,trzeźwego,trzeźwy,adj:sg:gen:m1:pos,427
7840,",",",",interp,427
7841,jeśli,jeśli,comp,427
7842,był,być,praet:sg:m1:imperf,427
7843,tyranem,tyran,subst:sg:inst:m1,427
7844,-,-,interp,427
7845,chcemy,chcieć,fin:pl:pri:imperf,427
7846,opiekuńczego,opiekuńczy,adj:sg:gen:m1:pos,427
7847,",",",",interp,427
7848,i,i,conj,427
7849,tak,tak,adv:pos,427
7850,dalej,daleko,adv:pos,427
7851,.,.,interp,427
7852,Ale,ale,conj,428
7853,po,po,prep:acc,428
7854,czasie,czas,subst:sg:loc:m3,428
7855,okazuje,okazować,fin:sg:ter:imperf,428
7856,okazuje,okazywać,fin:sg:ter:imperf,428
7857,się,się,qub,428
7858,",",",",interp,428
7859,że,że,comp,428
7860,trzeźwy,trzeźwy,adj:sg:nom:m1:pos,428
7861,też,też,qub,428
7862,jest,być,fin:sg:ter:imperf,428
7863,uzależniony,uzależniony,subst:sg:nom:m1,428
7864,",",",",interp,428
7865,a,a,conj,428
7866,opiekuńczy,opiekuńczy,adj:sg:nom:m1:pos,428
7867,to,to,conj,428
7868,tyran,tyran,subst:sg:nom:m1,428
7869,.,.,interp,428
7870,Nie,nie,conj,429
7871,wystarczy,wystarczyć,fin:sg:ter:perf,429
7872,chcieć,chcieć,inf:imperf,429
7873,?,?,interp,429
7874,Podczas,podczas,prep:gen,430
7875,pobytu,pobyt,subst:sg:gen:m3,430
7876,w,w,prep:acc:nwok,430
7877,Wandzie,Wanda,subst:sg:dat:f,430
7878,Czyżycki,Czyżycki,ign,430
7879,wykorzystywał,wykorzystywać,praet:sg:m1:imperf,430
7880,każdą,każdy,adj:sg:acc:f:pos,430
7881,chwilę,chwila,subst:sg:acc:f,430
7882,",",",",interp,430
7883,aby,aby,comp,430
7884,ogrywać,ogrywać,inf:imperf,430
7885,się,się,qub,430
7886,przy,przy,prep:loc,430
7887,stole,stola,subst:pl:nom:f,430
7888,.,.,interp,430
7889,Na,na,prep:acc,431
7890,efekty,efekt,subst:pl:nom:m3,431
7891,nie,nie,conj,431
7892,trzeba,trzeba,pred,431
7893,było,być,praet:sg:n:imperf,431
7894,czekać,czekać,inf:imperf,431
7895,długo,długo,adv:pos,431
7896,.,.,interp,431
7897,W,w,prep:acc:nwok,432
7898,wieku,wiek,subst:sg:gen:m3,432
7899,13,13,num:pl:nom:m1:rec,432
7900,lat,lato,subst:pl:gen:n,432
7901,odniósł,odnieść,praet:sg:m1:perf:nagl,432
7902,pierwszy,pierwszy,subst:sg:nom:m2,432
7903,sukces,sukces,subst:sg:nom:m3,432
7904,-,-,interp,432
7905,został,zostać,praet:sg:m1:perf,432
7906,trzykrotnym,trzykrotny,adj:sg:inst:m1:pos,432
7907,mistrzem,mistrz,subst:sg:inst:m1,432
7908,Polski,Polska,subst:sg:gen:f,432
7909,-,-,interp,432
7910,w,w,prep:acc:nwok,432
7911,grze,gra,subst:sg:dat:f,432
7912,pojedynczej,pojedynczy,adj:sg:gen:f:pos,432
7913,",",",",interp,432
7914,grze,gra,subst:sg:dat:f,432
7915,podwójnej,podwójny,adj:sg:gen:f:pos,432
7916,(,(,interp,432
7917,z,z,prep:gen:nwok,432
7918,Markiem,Marco,subst:sg:inst:m1,432
7919,Markiem,Marek,subst:sg:inst:m1,432
7920,Markiem,marek,subst:sg:inst:m1,432
7921,Migaczem,migacz,subst:sg:inst:m3,432
7922,),),interp,432
7923,i,i,conj,432
7924,drużynowo,drużynowo,adv:pos,432
7925,(,(,interp,432
7926,wraz,wraz,adv:pos,432
7927,z,z,prep:gen:nwok,432
7928,Wiesławem,Wiesław,subst:sg:inst:m1,432
7929,Leśnikiem,leśnik,subst:sg:inst:m1,432
7930,i,i,conj,432
7931,Arturem,Artur,subst:sg:inst:m1,432
7932,Samkiem,Samek,subst:sg:inst:m1,432
7933,),),interp,432
7934,-,-,interp,432
7935,w,w,prep:acc:nwok,432
7936,kategorii,kategoria,subst:sg:gen:f,432
7937,juniorów,junior,subst:pl:gen:m1,432
7938,młodszych,młodsza,subst:pl:gen:f,432
7939,.,.,interp,432
7940,-,-,interp,433
7941,To,to,conj,433
7942,był,być,praet:sg:m1:imperf,433
7943,początek,początek,subst:sg:nom:m3,433
7944,mojej,moja,subst:sg:gen:f,433
7945,reprezentacyjnej,reprezentacyjny,adj:sg:gen:f:pos,433
7946,drogi,droga,subst:sg:gen:f,433
7947,.,.,interp,433
7948,Dzięki,dzięki,prep:dat,434
7949,zwycięstwom,zwycięstwo,subst:pl:dat:n,434
7950,w,w,prep:acc:nwok,434
7951,mistrzostwach,mistrzostwa,subst:pl:loc:n,434
7952,mistrzostwach,mistrzostwo,subst:pl:loc:n,434
7953,Polski,Polska,subst:sg:gen:f,434
7954,juniorów,junior,subst:pl:gen:m1,434
7955,młodszych,młodsza,subst:pl:gen:f,434
7956,został,zostać,praet:sg:m1:perf,434
7957,em,być,aglt:sg:pri:imperf:wok,434
7958,zakwalifikowany,zakwalifikować,ppas:sg:nom:m1:perf:aff,434
7959,do,do,prep:gen,434
7960,kadry,kadr,subst:pl:nom:m3,434
7961,Polski,Polska,subst:sg:gen:f,434
7962,i,i,conj,434
7963,pojechał,pojechać,praet:sg:m1:perf,434
7964,em,być,aglt:sg:pri:imperf:wok,434
7965,na,na,prep:acc,434
7966,mistrzostwa,mistrzostwa,subst:pl:nom:n,434
7967,mistrzostwa,mistrzostwo,subst:pl:nom:n,434
7968,Europy,Europa,subst:sg:gen:f,434
7969,do,do,prep:gen,434
7970,Czechosłowacji,Czechosłowacja,subst:sg:gen:f,434
7971,.,.,interp,434
7972,Niesamowitym,niesamowity,adj:sg:inst:m1:pos,435
7973,przeżyciem,przeżycie,subst:sg:inst:n,435
7974,było,być,praet:sg:n:imperf,435
7975,ubranie,ubranie,subst:sg:nom:n,435
7976,po,po,prep:acc,435
7977,raz,raz,subst:sg:nom:m3,435
7978,pierwszy,pierwszy,subst:sg:nom:m2,435
7979,koszulki,koszulka,subst:sg:gen:f,435
7980,z,z,prep:gen:nwok,435
7981,orzełkiem,orzełek,subst:sg:inst:m2,435
7982,na,na,prep:acc,435
7983,piersi,pierś,subst:sg:gen:f,435
7984,.,.,interp,435
7985,Tego,to,subst:sg:gen:n,436
7986,nie,nie,conj,436
7987,da,dać,fin:sg:ter:perf,436
7988,się,się,qub,436
7989,opisać,opisać,inf:perf,436
7990,.,.,interp,436
7991,Miałem,miał,subst:sg:inst:m3,437
7992,wtedy,wtedy,adv:pos,437
7993,14,14,num:pl:nom:m1:rec,437
7994,lat,lato,subst:pl:gen:n,437
7995,-,-,interp,437
7996,wspomina,wspominać,fin:sg:ter:imperf,437
7997,z,z,prep:gen:nwok,437
7998,rozrzewnieniem,rozrzewnienie,subst:sg:inst:n,437
7999,.,.,interp,437
8000,WicemarszalekAndrzejChronowski,WicemarszalekAndrzejChronowski,ign,438
8001,:,:,interp,438
8002,Przystępujemy,przystępować,fin:pl:pri:imperf,438
8003,do,do,prep:gen,438
8004,głosowania,głosowanie,subst:sg:gen:n,438
8005,nad,nad,prep:acc:nwok,438
8006,poprawką,poprawka,subst:sg:inst:f,438
8007,dwudziestą,dwudziesta,subst:sg:acc:f,438
8008,trzecią,trzecia,subst:sg:acc:f,438
8009,.,.,interp,438
8010,Jest,być,fin:sg:ter:imperf,439
8011,to,to,conj,439
8012,poprawka,poprawka,subst:sg:nom:f,439
8013,komisji,komisja,subst:sg:gen:f,439
8014,poparta,poprzeć,ppas:sg:nom:f:perf:aff,439
8015,przez,przez,prep:acc:nwok,439
8016,połączone,połączyć,ppas:sg:nom:n:perf:aff,439
8017,komisje,komisja,subst:pl:nom:f,439
8018,.,.,interp,439
8019,Ma,mój,adj:sg:nom:f:pos,440
8020,na,na,prep:acc,440
8021,celu,cel,subst:sg:gen:m3,440
8022,wyeliminowanie,wyeliminowanie,subst:sg:nom:n,440
8023,przyznanego,przyznać,ppas:sg:gen:m1:perf:aff,440
8024,lekarzowi,lekarz,subst:sg:dat:m1,440
8025,orzecznikowi,orzecznik,subst:sg:dat:m1,440
8026,ZUS,ZUS,subst:sg:nom:m3,440
8027,uprawnienia,uprawnienie,subst:sg:gen:n,440
8028,do,do,prep:gen,440
8029,żądania,żądanie,subst:sg:gen:n,440
8030,uzupełnienia,uzupełnienie,subst:sg:gen:n,440
8031,badań,badanie,subst:pl:gen:n,440
8032,będących,być,pact:pl:gen:m1:imperf:aff,440
8033,podstawą,podstawa,subst:sg:inst:f,440
8034,orzeczenia,orzeczenie,subst:sg:gen:n,440
8035,o,o,prep:acc,440
8036,czasowej,czasowy,adj:sg:gen:f:pos,440
8037,niezdolności,niezdolność,subst:sg:gen:f,440
8038,do,do,prep:gen,440
8039,pracy,praca,subst:sg:gen:f,440
8040,przez,przez,prep:acc:nwok,440
8041,lekarza,lekarz,subst:sg:gen:m1,440
8042,",",",",interp,440
8043,który,który,adj:sg:nom:m1:pos,440
8044,wystawił,wystawić,praet:sg:m1:perf,440
8045,zaświadczenie,zaświadczenie,subst:sg:nom:n,440
8046,lekarskie,lekarski,adj:sg:nom:n:pos,440
8047,.,.,interp,440
8048,Poprawka,poprawka,subst:sg:nom:f,441
8049,zapewnia,zapewniać,fin:sg:ter:imperf,441
8050,jedynie,jedynie,qub,441
8051,możliwość,możliwość,subst:sg:nom:f,441
8052,żądania,żądanie,subst:sg:gen:n,441
8053,przez,przez,prep:acc:nwok,441
8054,lekarza,lekarz,subst:sg:gen:m1,441
8055,orzecznika,orzecznik,subst:sg:gen:m1,441
8056,ZUS,ZUS,subst:sg:nom:m3,441
8057,udostępnienia,udostępnienie,subst:sg:gen:n,441
8058,dokumentacji,dokumentacja,subst:sg:gen:f,441
8059,medycznej,medyczny,adj:sg:gen:f:pos,441
8060,lub,lub,conj,441
8061,udzielenia,udzielić,ger:sg:gen:n:perf:aff,441
8062,wyjaśnień,wyjaśnienie,subst:pl:gen:n,441
8063,",",",",interp,441
8064,informacji,informacja,subst:sg:gen:f,441
8065,w,w,prep:acc:nwok,441
8066,sprawie,sprawa,subst:sg:dat:f,441
8067,ubezpieczonego,ubezpieczony,subst:sg:gen:m1,441
8068,.,.,interp,441
8069,WicemarszalekAndrzejChronowski,WicemarszalekAndrzejChronowski,ign,442
8070,:,:,interp,442
8071,Proszę,prosić,fin:sg:pri:imperf,442
8072,o,o,prep:acc,442
8073,naciśnięcie,nacisnąć,ger:sg:nom:n:perf:aff,442
8074,przycisku,przycisk,subst:sg:gen:m3,442
8075,obecności,obecność,subst:sg:gen:f,442
8076,.,.,interp,442
8077,WicemarszalekAndrzejChronowski,WicemarszalekAndrzejChronowski,ign,443
8078,:,:,interp,443
8079,Kto,kto,subst:sg:nom:m1,443
8080,z,z,prep:gen:nwok,443
8081,państwa,państwo,subst:sg:gen:n,443
8082,senatorów,senator,subst:pl:gen:m1,443
8083,jest,być,fin:sg:ter:imperf,443
8084,za,za,qub,443
8085,przyjęciem,przyjęcie,subst:sg:inst:n,443
8086,tej,ten,adj:sg:gen:f:pos,443
8087,poprawki,poprawka,subst:sg:gen:f,443
8088,",",",",interp,443
8089,proszę,prosić,fin:sg:pri:imperf,443
8090,o,o,prep:acc,443
8091,naciśnięcie,nacisnąć,ger:sg:nom:n:perf:aff,443
8092,przycisku,przycisk,subst:sg:gen:m3,443
8093,"""","""",interp,443
8094,za,za,qub,443
8095,"""","""",interp,443
8096,i,i,conj,443
8097,podniesienie,podniesienie,subst:sg:nom:n,443
8098,ręki,ręka,subst:sg:gen:f,443
8099,.,.,interp,443
8100,WicemarszalekAndrzejChronowski,WicemarszalekAndrzejChronowski,ign,444
8101,:,:,interp,444
8102,Kto,kto,subst:sg:nom:m1,444
8103,jest,być,fin:sg:ter:imperf,444
8104,przeciw,przeciw,prep:dat,444
8105,?,?,interp,444
8106,WicemarszalekAndrzejChronowski,WicemarszalekAndrzejChronowski,ign,445
8107,:,:,interp,445
8108,Kto,kto,subst:sg:nom:m1,445
8109,się,się,qub,445
8110,wstrzymał,wstrzymać,praet:sg:m1:perf,445
8111,od,od,prep:gen:nwok,445
8112,głosu,głos,subst:sg:gen:m3,445
8113,?,?,interp,445
8114,WicemarszalekAndrzejChronowski,WicemarszalekAndrzejChronowski,ign,446
8115,:,:,interp,446
8116,Proszę,prosić,fin:sg:pri:imperf,446
8117,o,o,prep:acc,446
8118,podanie,podanie,subst:sg:nom:n,446
8119,wyników,wynik,subst:pl:gen:m3,446
8120,głosowania,głosowanie,subst:sg:gen:n,446
8121,.,.,interp,446
8122,WicemarszalekAndrzejChronowski,WicemarszalekAndrzejChronowski,ign,447
8123,:,:,interp,447
8124,Na,na,prep:acc,447
8125,87,87,num:pl:nom:m1:rec,447
8126,obecnych,obecna,subst:pl:gen:f,447
8127,senatorów,senator,subst:pl:gen:m1,447
8128,84,84,num:pl:nom:m1:rec,447
8129,głosowało,głosować,praet:sg:n:imperf,447
8130,za,za,qub,447
8131,",",",",interp,447
8132,2,2,num:pl:nom:m1:rec,447
8133,-,-,interp,447
8134,przeciw,przeciw,prep:dat,447
8135,",",",",interp,447
8136,1,1,num:pl:nom:m1:rec,447
8137,wstrzymał,wstrzymać,praet:sg:m1:perf,447
8138,się,się,qub,447
8139,od,od,prep:gen:nwok,447
8140,głosu,głos,subst:sg:gen:m3,447
8141,.,.,interp,447
8142,(,(,interp,448
8143,Głosowanie,głosowanie,subst:sg:nom:n,448
8144,nr,nr,subst:sg:nom:m3,448
8145,15,15,num:pl:nom:m1:rec,448
8146,),),interp,448
8147,.,.,interp,448
8148,WicemarszalekAndrzejChronowski,WicemarszalekAndrzejChronowski,ign,449
8149,:,:,interp,449
8150,Stwierdzam,stwierdzać,fin:sg:pri:imperf,449
8151,",",",",interp,449
8152,że,że,comp,449
8153,Wysoki,wysoki,adj:sg:nom:m1:pos,449
8154,Senat,senat,subst:sg:nom:m3,449
8155,poprawkę,poprawka,subst:sg:acc:f,449
8156,przyjął,przyjąć,praet:sg:m1:perf,449
8157,.,.,interp,449
8158,Na,na,prep:acc,450
8159,konto,konto,subst:sg:nom:n,450
8160,na,na,prep:acc,450
8161,pewno,pewno,adv:pos,450
8162,nie,nie,conj,450
8163,wpłynęła,wpłynąć,praet:sg:f:perf,450
8164,by,by,qub,450
8165,ani,ani,conj,450
8166,jedna,jeden,adj:sg:nom:f:pos,450
8167,złotówka,złotówka,subst:sg:nom:f,450
8168,.,.,interp,450
8169,W,w,prep:acc:nwok,451
8170,1991,1991,num:pl:nom:m1:rec,451
8171,r,r,ign,451
8172,.,.,interp,451
8173,rodzice,rodzic,subst:pl:nom:m1,451
8174,rodzice,rodzice,subst:pl:nom:m1,451
8175,Janusza,Janusz,subst:sg:gen:m1,451
8176,rzeczywiście,rzeczywiście,adv:pos,451
8177,giną,ginąć,fin:pl:ter:imperf,451
8178,w,w,prep:acc:nwok,451
8179,wypadku,wypadek,subst:sg:gen:m3,451
8180,samochodowym,samochodowy,adj:sg:inst:m1:pos,451
8181,",",",",interp,451
8182,pozostawiając,pozostawiać,pcon:imperf,451
8183,mu,on,ppron3:sg:dat:m1:ter:nakc:npraep,451
8184,w,w,prep:acc:nwok,451
8185,spadku,spadek,subst:sg:gen:m3,451
8186,dom,dom,subst:sg:nom:m3,451
8187,",",",",interp,451
8188,samochód,samochód,subst:sg:nom:m3,451
8189,",",",",interp,451
8190,obrazy,obraz,subst:pl:nom:m3,451
8191,i,i,conj,451
8192,pieniądze,pieniądz,subst:pl:nom:m3,451
8193,.,.,interp,451
8194,W,w,prep:acc:nwok,452
8195,1993,1993,num:pl:nom:m1:rec,452
8196,r,r,ign,452
8197,.,.,interp,452
8198,Janusz,Janusz,subst:sg:nom:m1,452
8199,staje,staj,subst:pl:nom:m3,452
8200,się,się,qub,452
8201,Anną,Anna,subst:sg:inst:f,452
8202,.,.,interp,452
8203,Rozwód,rozwód,subst:sg:nom:m3,453
8204,z,z,prep:gen:nwok,453
8205,fikcyjną,fikcyjny,adj:sg:acc:f:pos,453
8206,włoską,włoski,adj:sg:acc:f:pos,453
8207,żoną,żona,subst:sg:inst:f,453
8208,został,zostać,praet:sg:m1:perf,453
8209,przeprowadzony,przeprowadzić,ppas:sg:nom:m1:perf:aff,453
8210,zaocznie,zaocznie,adv:pos,453
8211,",",",",interp,453
8212,na,na,prep:acc,453
8213,koszt,koszt,subst:sg:nom:m3,453
8214,włoskiego,włoski,subst:sg:gen:m3,453
8215,państwa,państwo,subst:sg:gen:n,453
8216,.,.,interp,453
8217,PIEKŁO,piekło,subst:sg:nom:n,454
8218,SAMOTNOŚCIW,SAMOTNOŚCIW,ign,454
8219,1994,1994,num:pl:nom:m1:rec,454
8220,r,r,ign,454
8221,.,.,interp,454
8222,Anna,Anna,subst:sg:nom:f,455
8223,wraca,wracać,fin:sg:ter:imperf,455
8224,do,do,prep:gen,455
8225,Polski,Polska,subst:sg:gen:f,455
8226,i,i,conj,455
8227,rozpoczyna,rozpoczynać,fin:sg:ter:imperf,455
8228,nowe,nowa,subst:pl:nom:f,455
8229,życie,życie,subst:sg:nom:n,455
8230,.,.,interp,455
8231,-,-,interp,456
8232,Pracuję,pracować,fin:sg:pri:imperf,456
8233,we,w,prep:acc:wok,456
8234,włoskiej,włoski,adj:sg:gen:f:pos,456
8235,firmie,firma,subst:sg:dat:f,456
8236,.,.,interp,456
8237,Nikt,nikt,subst:sg:nom:m1,457
8238,tam,tam,adv:pos,457
8239,nie,nie,conj,457
8240,wie,wiedzieć,fin:sg:ter:imperf,457
8241,",",",",interp,457
8242,że,że,comp,457
8243,była,być,praet:sg:f:imperf,457
8244,m,być,aglt:sg:pri:imperf:nwok,457
8245,mężczyzną,mężczyzna,subst:sg:inst:m1,457
8246,.,.,interp,457
8247,Nikt,nikt,subst:sg:nom:m1,458
8248,też,też,qub,458
8249,nie,nie,conj,458
8250,wie,wiedzieć,fin:sg:ter:imperf,458
8251,",",",",interp,458
8252,jak,jak,conj,458
8253,jestem,być,fin:sg:pri:imperf,458
8254,samotna,samotny,adj:sg:nom:f:pos,458
8255,.,.,interp,458
8256,Podrywam,podrywać,fin:sg:pri:imperf,459
8257,facetów,facet,subst:pl:gen:m1,459
8258,",",",",interp,459
8259,chodzę,chodzić,fin:sg:pri:imperf,459
8260,z,z,prep:gen:nwok,459
8261,nimi,on,ppron3:pl:inst:m1:ter:akc:npraep,459
8262,do,do,prep:gen,459
8263,łóżka,łóżko,subst:sg:gen:n,459
8264,",",",",interp,459
8265,ale,ale,conj,459
8266,prawdziwa,prawdziwy,adj:sg:nom:f:pos,459
8267,miłość,miłość,subst:sg:nom:f,459
8268,wymaga,wymagać,fin:sg:ter:imperf,459
8269,przyznania,przyznanie,subst:sg:gen:n,459
8270,się,się,qub,459
8271,do,do,prep:gen,459
8272,swojej,swój,adj:sg:gen:f:pos,459
8273,przeszłości,przeszłość,subst:sg:gen:f,459
8274,.,.,interp,459
8275,A,a,conj,460
8276,ja,ja,ppron12:sg:nom:m1:pri,460
8277,się,się,qub,460
8278,boję,boja,subst:sg:acc:f,460
8279,",",",",interp,460
8280,że,że,comp,460
8281,wtedy,wtedy,adv:pos,460
8282,zostanę,zostać,fin:sg:pri:perf,460
8283,odrzucona,odrzucić,ppas:sg:nom:f:perf:aff,460
8284,.,.,interp,460
8285,Może,może,qub,461
8286,dlatego,dlatego,adv:pos,461
8287,zgodziła,zgodzić,praet:sg:f:perf,461
8288,m,być,aglt:sg:pri:imperf:nwok,461
8289,się,się,qub,461
8290,na,na,prep:acc,461
8291,wywiad,wywiad,subst:sg:nom:m3,461
8292,w,w,prep:acc:nwok,461
8293,gazecie,gazeta,subst:sg:dat:f,461
8294,.,.,interp,461
8295,Dowiedzą,dowiedzieć,fin:pl:ter:perf,462
8296,się,się,qub,462
8297,od,od,prep:gen:nwok,462
8298,kogoś,ktoś,subst:sg:gen:m1,462
8299,innego,inny,subst:sg:gen:m1,462
8300,.,.,interp,462
8301,Jej,on,ppron3:sg:gen:f:ter:akc:npraep,463
8302,wielkim,wielki,subst:sg:inst:m1,463
8303,marzeniem,marzenie,subst:sg:inst:n,463
8304,jest,być,fin:sg:ter:imperf,463
8305,dziecko,dziecko,subst:sg:nom:n,463
8306,.,.,interp,463
8307,Transseksualiści,transseksualista,subst:pl:nom:m1,464
8308,są,być,fin:pl:ter:imperf,464
8309,bezpłodni,bezpłodny,adj:pl:nom:m1:pos,464
8310,.,.,interp,464
8311,Polskie,polski,subst:pl:nom:m3,465
8312,prawo,prawo,adv:pos,465
8313,nie,nie,conj,465
8314,zabrania,zabrać,ger:sg:gen:n:perf:aff,465
8315,ludziom,człowiek,subst:pl:dat:m1,465
8316,ludziom,ludzie,subst:pl:dat:m1,465
8317,ze,z,prep:gen:wok,465
8318,zmienioną,zmienić,ppas:sg:acc:f:perf:aff,465
8319,płcią,płeć,subst:sg:inst:f,465
8320,adoptować,adoptować,inf:imperf,465
8321,dzieci,dziecko,subst:pl:nom:n,465
8322,.,.,interp,465
8323,W,w,prep:acc:nwok,466
8324,praktyce,praktyka,subst:sg:dat:f,466
8325,jest,być,fin:sg:ter:imperf,466
8326,to,to,conj,466
8327,jednak,jednak,conj,466
8328,niemożliwe,niemożliwy,adj:sg:nom:n:pos,466
8329,.,.,interp,466
8330,2,2,num:pl:nom:m1:rec,467
8331,.,.,interp,467
8332,W,w,prep:acc:nwok,468
8333,samorządowych,samorządowy,adj:pl:gen:m1:pos,468
8334,instytucjach,instytucja,subst:pl:loc:f,468
8335,kultury,kultura,subst:sg:gen:f,468
8336,",",",",interp,468
8337,których,który,adj:pl:gen:m1:pos,468
8338,wykaz,wykaz,subst:sg:nom:m3,468
8339,określi,określić,fin:sg:ter:perf,468
8340,",",",",interp,468
8341,w,w,prep:acc:nwok,468
8342,drodze,droga,subst:sg:dat:f,468
8343,rozporządzenia,rozporządzenie,subst:sg:gen:n,468
8344,",",",",interp,468
8345,minister,minister,subst:sg:nom:m1,468
8346,właściwy,właściwy,adj:sg:nom:m1:pos,468
8347,do,do,prep:gen,468
8348,spraw,sprawa,subst:pl:gen:f,468
8349,kultury,kultura,subst:sg:gen:f,468
8350,i,i,conj,468
8351,ochrony,ochrona,subst:sg:gen:f,468
8352,dziedzictwa,dziedzictwo,subst:sg:gen:n,468
8353,narodowego,narodowy,adj:sg:gen:m1:pos,468
8354,",",",",interp,468
8355,biorąc,brać,pcon:imperf,468
8356,pod,pod,prep:acc:nwok,468
8357,uwagę,uwaga,subst:sg:acc:f,468
8358,ich,on,ppron3:pl:gen:m1:ter:akc:npraep,468
8359,znaczenie,znaczenie,subst:sg:nom:n,468
8360,dla,dla,prep:gen,468
8361,kultury,kultura,subst:sg:gen:f,468
8362,narodowej,narodowy,adj:sg:gen:f:pos,468
8363,",",",",interp,468
8364,wyłonienie,wyłonić,ger:sg:nom:n:perf:aff,468
